set,pdbid,-logKd/Ki
pdbbind,5mlj,8.85
pdbbind,5uoo,8.85
pdbbind,6ayt,8.85
pdbbind,6dz2,8.85
pdbbind,2xej,8.87
pdbbind,5lwm,8.87
pdbbind,1n3i,8.89
pdbbind,1nfy,8.89
pdbbind,1nt1,8.89
pdbbind,2idw,8.89
pdbbind,2y7x,8.89
pdbbind,3ekp,8.89
pdbbind,3vhc,8.89
pdbbind,3zze,8.89
pdbbind,4cst,8.89
pdbbind,5fnu,8.89
pdbbind,5ipj,8.89
pdbbind,6dz3,8.89
pdbbind,6e22,8.89
pdbbind,3egt,8.90
pdbbind,5m23,8.90
pdbbind,4bak,8.91
pdbbind,1ec1,8.92
pdbbind,1kzn,8.92
pdbbind,1r1h,8.92
pdbbind,3k37,8.92
pdbbind,4e6d,8.92
pdbbind,4heg,8.92
pdbbind,5hcy,8.92
pdbbind,5ljt,8.92
pdbbind,5n24,8.92
pdbbind,5sz1,8.92
pdbbind,6oe0,8.92
pdbbind,4bam,8.94
pdbbind,1j37,8.96
pdbbind,1nfw,8.96
pdbbind,2p4j,8.96
pdbbind,3dcc,8.96
pdbbind,3i9g,8.96
pdbbind,3rz7,8.96
pdbbind,3v5p,8.96
pdbbind,4ag8,8.96
pdbbind,4k18,8.96
pdbbind,4und,8.96
pdbbind,4xo8,8.96
pdbbind,5een,8.96
pdbbind,5wqc,8.96
pdbbind,5tbe,8.97
pdbbind,6cdo,8.97
pdbbind,6hzb,8.98
pdbbind,5vp9,8.99
pdbbind,1apv,9.00
pdbbind,1e3g,9.00
pdbbind,1fm9,9.00
pdbbind,1k27,9.00
pdbbind,1mq5,9.00
pdbbind,1mu8,9.00
pdbbind,1y0l,9.00
pdbbind,2j4i,9.00
pdbbind,2p4y,9.00
pdbbind,2wyj,9.00
pdbbind,3dd0,9.00
pdbbind,3jrx,9.00
pdbbind,3u6h,9.00
pdbbind,3u6i,9.00
pdbbind,3ui7,9.00
pdbbind,3uri,9.00
pdbbind,4c2v,9.00
pdbbind,4h3f,9.00
pdbbind,4x5q,9.00
pdbbind,5ef7,9.00
pdbbind,5ljq,9.00
pdbbind,6mle,9.00
pdbbind,2q54,9.01
pdbbind,4baq,9.01
pdbbind,5e2s,9.01
pdbbind,4jh0,9.03
pdbbind,4xtw,9.03
pdbbind,6dz0,9.03
pdbbind,1ec3,9.04
pdbbind,1g53,9.04
pdbbind,1qkt,9.04
pdbbind,3m37,9.04
pdbbind,3vfb,9.04
pdbbind,1ebw,9.05
pdbbind,1ezq,9.05
pdbbind,1kdk,9.05
pdbbind,3hb4,9.05
pdbbind,3nu9,9.05
pdbbind,4e4n,9.05
pdbbind,4i72,9.05
pdbbind,4uja,9.05
pdbbind,5m7s,9.05
pdbbind,1nw4,9.07
pdbbind,2qd8,9.07
pdbbind,3gba,9.07
pdbbind,4cmo,9.07
pdbbind,4xk9,9.07
pdbbind,1bnw,9.08
pdbbind,2rkf,9.08
pdbbind,3a2o,9.08
pdbbind,3ffg,9.08
pdbbind,3sue,9.08
pdbbind,3x00,9.08
pdbbind,6ckw,9.08
pdbbind,1d3d,9.09
pdbbind,1msn,9.09
pdbbind,2v58,9.09
pdbbind,2w8y,9.09
pdbbind,4zls,9.09
pdbbind,1h22,9.10
pdbbind,2qd7,9.10
pdbbind,3gnw,9.10
pdbbind,3lea,9.10
pdbbind,3lpk,9.10
pdbbind,3mdz,9.10
pdbbind,3o56,9.10
pdbbind,3pwm,9.10
pdbbind,3vf7,9.10
pdbbind,4az6,9.10
pdbbind,4hws,9.10
pdbbind,5eek,9.10
pdbbind,5sz0,9.10
pdbbind,6c2r,9.10
pdbbind,1d9i,9.11
pdbbind,4xu0,9.11
pdbbind,3ttp,9.12
pdbbind,5nkb,9.12
pdbbind,1ta6,9.13
pdbbind,2wb5,9.13
pdbbind,3su3,9.13
pdbbind,5j20,9.14
pdbbind,5l30,9.14
pdbbind,2qmg,9.15
pdbbind,2xjx,9.15
pdbbind,3d91,9.15
pdbbind,3ibu,9.15
pdbbind,4clj,9.15
pdbbind,4p6w,9.15
pdbbind,5aml,9.15
pdbbind,5kr0,9.15
pdbbind,6c7q,9.15
pdbbind,6odz,9.15
pdbbind,8cpa,9.15
pdbbind,5wl0,9.17
pdbbind,1z71,9.18
pdbbind,2fgu,9.18
pdbbind,2xb7,9.19
pdbbind,3ozg,9.19
pdbbind,3vfa,9.19
pdbbind,6ays,9.19
pdbbind,5laq,9.20
pdbbind,5upz,9.20
pdbbind,6dyz,9.20
pdbbind,1mh5,9.21
pdbbind,1sqa,9.21
pdbbind,4xty,9.21
pdbbind,1d4k,9.22
pdbbind,1fcz,9.22
pdbbind,1hpo,9.22
pdbbind,1hps,9.22
pdbbind,1hpv,9.22
pdbbind,1uho,9.22
pdbbind,1x39,9.22
pdbbind,1zvx,9.22
pdbbind,2cer,9.22
pdbbind,2o4l,9.22
pdbbind,3rwp,9.22
pdbbind,4jia,9.22
pdbbind,4s1g,9.22
pdbbind,5eei,9.22
pdbbind,5i3w,9.22
pdbbind,6h33,9.22
pdbbind,6n7b,9.22
pdbbind,4xu2,9.23
pdbbind,4dv8,9.24
pdbbind,5llp,9.24
pdbbind,3zlr,9.26
pdbbind,1sdt,9.27
pdbbind,2xab,9.27
pdbbind,3b65,9.27
pdbbind,3nzk,9.27
pdbbind,4xtv,9.27
pdbbind,1xow,9.28
pdbbind,3kdc,9.28
pdbbind,3p8n,9.28
pdbbind,3rux,9.28
pdbbind,3vhd,9.28
pdbbind,4asd,9.28
pdbbind,2ayr,9.29
pdbbind,5kqy,9.29
pdbbind,2yxj,9.30
pdbbind,3fv1,9.30
pdbbind,3nu6,9.30
pdbbind,4crf,9.30
pdbbind,4er2,9.30
pdbbind,4qge,9.30
pdbbind,5anv,9.30
pdbbind,6h2z,9.30
pdbbind,6h34,9.30
pdbbind,6hza,9.30
pdbbind,6orr,9.30
pdbbind,6udu,9.30
pdbbind,1bn4,9.31
pdbbind,3rdq,9.31
pdbbind,2aqu,9.32
pdbbind,3wha,9.32
pdbbind,5jfp,9.32
pdbbind,1bn1,9.34
pdbbind,3vf5,9.34
pdbbind,6o0m,9.34
pdbbind,2e27,9.35
pdbbind,6h36,9.35
pdbbind,2p95,9.37
pdbbind,3nuj,9.39
pdbbind,4ca5,9.39
pdbbind,1ebz,9.40
pdbbind,1fkf,9.40
pdbbind,1ksn,9.40
pdbbind,1met,9.40
pdbbind,1pme,9.40
pdbbind,2o4r,9.40
pdbbind,2w26,9.40
pdbbind,4a4q,9.40
pdbbind,4erf,9.40
pdbbind,4qac,9.40
pdbbind,5anu,9.40
pdbbind,5i3y,9.40
pdbbind,5llo,9.40
pdbbind,6got,9.40
pdbbind,3ekv,9.41
pdbbind,3ekx,9.41
pdbbind,5jop,9.41
pdbbind,1hsh,9.42
pdbbind,3bgs,9.42
pdbbind,3rbu,9.43
pdbbind,1g1d,9.44
pdbbind,4mc9,9.44
pdbbind,2yki,9.46
pdbbind,4b7p,9.46
pdbbind,6g2r,9.46
pdbbind,1qbs,9.47
pdbbind,4wko,9.47
pdbbind,1xjd,9.48
pdbbind,6e7j,9.48
pdbbind,1bnq,9.49
pdbbind,4xu1,9.49
pdbbind,5kr1,9.49
pdbbind,4xu3,9.50
pdbbind,1hvr,9.51
pdbbind,1s19,9.51
pdbbind,2p4s,9.51
pdbbind,1m4h,9.52
pdbbind,2ax9,9.52
pdbbind,2bys,9.52
pdbbind,2g94,9.52
pdbbind,2gvj,9.52
pdbbind,2hoc,9.52
pdbbind,3fv3,9.52
pdbbind,3g0w,9.52
pdbbind,3g5k,9.52
pdbbind,4ivd,9.52
pdbbind,4ty7,9.52
pdbbind,5llc,9.52
pdbbind,6cjr,9.52
pdbbind,6n7d,9.52
pdbbind,1g52,9.54
pdbbind,2pog,9.54
pdbbind,3ppm,9.54
pdbbind,1dmp,9.55
pdbbind,1ws1,9.55
pdbbind,4gr0,9.55
pdbbind,4wkp,9.55
pdbbind,1i37,9.57
pdbbind,1o86,9.57
pdbbind,2z4o,9.57
pdbbind,4ax9,9.57
pdbbind,4gql,9.59
pdbbind,4mc6,9.59
pdbbind,5cjf,9.59
pdbbind,4gqp,9.60
pdbbind,1if8,9.64
pdbbind,2zx8,9.64
pdbbind,3el1,9.64
pdbbind,3s54,9.64
pdbbind,4b7r,9.64
pdbbind,5dh5,9.64
pdbbind,3pe1,9.65
pdbbind,3dp9,9.68
pdbbind,4zip,9.68
pdbbind,6n78,9.68
pdbbind,6n79,9.68
pdbbind,1bnu,9.70
pdbbind,1df8,9.70
pdbbind,1eby,9.70
pdbbind,1fkb,9.70
pdbbind,1mrw,9.70
pdbbind,2vh6,9.70
pdbbind,3sm2,9.70
pdbbind,4cd0,9.70
pdbbind,4fk6,9.70
pdbbind,5dxt,9.70
pdbbind,5sz4,9.70
pdbbind,5sz7,9.70
pdbbind,6cjs,9.70
pdbbind,6oja,9.70
pdbbind,4crl,9.71
pdbbind,1z6e,9.72
pdbbind,3fuc,9.72
pdbbind,4wkn,9.72
pdbbind,1nh0,9.74
pdbbind,3dk1,9.74
pdbbind,3p3g,9.74
pdbbind,5izf,9.74
pdbbind,3pe2,9.76
pdbbind,4yhm,9.76
pdbbind,3ggu,9.77
pdbbind,456c,9.77
pdbbind,6fs0,9.77
pdbbind,4x24,9.78
pdbbind,1bnt,9.80
pdbbind,3lxk,9.80
pdbbind,3nuo,9.80
pdbbind,6ixd,9.80
pdbbind,1pvn,9.82
pdbbind,3m36,9.82
pdbbind,3nu3,9.82
pdbbind,4eb8,9.82
pdbbind,4xtz,9.82
pdbbind,4zo5,9.82
pdbbind,2xef,9.84
pdbbind,6dh8,9.84
pdbbind,2std,9.85
pdbbind,3kdb,9.85
pdbbind,3rdo,9.85
pdbbind,6oqd,9.85
pdbbind,6dh7,9.88
pdbbind,1bn3,9.89
pdbbind,1e66,9.89
pdbbind,2drc,9.89
pdbbind,1hxb,9.92
pdbbind,1zsf,9.92
pdbbind,2vnp,9.92
pdbbind,3ies,9.92
pdbbind,3rlb,9.92
pdbbind,6dh6,9.93
pdbbind,1hvl,9.95
pdbbind,1bv9,9.96
pdbbind,1fjs,9.96
pdbbind,2xmy,9.96
pdbbind,4m8y,9.96
pdbbind,6o0p,9.96
pdbbind,1bnn,10.00
pdbbind,1bxo,10.00
pdbbind,1d4h,10.00
pdbbind,1ec2,10.00
pdbbind,1flr,10.00
pdbbind,1gar,10.00
pdbbind,1igj,10.00
pdbbind,1rjk,10.00
pdbbind,3h5b,10.00
pdbbind,4ivc,10.00
pdbbind,4lhv,10.00
pdbbind,4twp,10.00
pdbbind,6e23,10.00
pdbbind,6udi,10.00
pdbbind,6udt,10.00
pdbbind,3mxe,10.01
pdbbind,1n4k,10.05
pdbbind,1nm6,10.05
pdbbind,4rfm,10.05
pdbbind,3lzu,10.06
pdbbind,1sdu,10.07
pdbbind,1sr7,10.10
pdbbind,2o4j,10.10
pdbbind,2p16,10.10
pdbbind,1y6r,10.11
pdbbind,6chp,10.12
pdbbind,5v82,10.15
pdbbind,4f3k,10.16
pdbbind,3ps1,10.17
pdbbind,3u8n,10.17
pdbbind,4tmn,10.17
pdbbind,5llh,10.17
pdbbind,6nzv,10.17
pdbbind,4ggz,10.18
pdbbind,5etj,10.18
pdbbind,1ie9,10.19
pdbbind,2qi3,10.20
pdbbind,4m8x,10.20
pdbbind,2qi7,10.21
pdbbind,5dyo,10.21
pdbbind,6ud2,10.21
pdbbind,5lle,10.22
pdbbind,3t3c,10.23
pdbbind,1qbu,10.24
pdbbind,5b25,10.24
pdbbind,1rr6,10.25
pdbbind,6dyu,10.26
pdbbind,6udv,10.29
pdbbind,1bv7,10.30
pdbbind,1c70,10.30
pdbbind,1hvs,10.30
pdbbind,2p15,10.30
pdbbind,5nea,10.30
pdbbind,6oqb,10.30
pdbbind,4djq,10.32
pdbbind,5h8g,10.32
pdbbind,4std,10.33
pdbbind,3i6o,10.35
pdbbind,4ngm,10.35
pdbbind,4q1y,10.35
pdbbind,4lvt,10.36
pdbbind,1c4u,10.37
pdbbind,4ynb,10.37
pdbbind,1kzk,10.39
pdbbind,5d3c,10.40
pdbbind,6oqc,10.40
pdbbind,4wt2,10.42
pdbbind,2qi4,10.44
pdbbind,4ffs,10.44
pdbbind,6dyw,10.44
pdbbind,2o4k,10.46
pdbbind,6eqx,10.47
pdbbind,1msm,10.48
pdbbind,5ehq,10.48
pdbbind,2zx7,10.49
pdbbind,5std,10.49
pdbbind,6dj1,10.51
pdbbind,1b8n,10.52
pdbbind,1if7,10.52
pdbbind,1n46,10.52
pdbbind,2f81,10.52
pdbbind,4yo8,10.52
pdbbind,6ne5,10.52
pdbbind,6no9,10.52
pdbbind,1g2o,10.55
pdbbind,4djp,10.55
pdbbind,6b4n,10.55
pdbbind,6dyy,10.55
pdbbind,1qbr,10.57
pdbbind,2qi6,10.57
pdbbind,4xtx,10.57
pdbbind,6dh1,10.58
pdbbind,3djk,10.59
pdbbind,3ekt,10.59
pdbbind,6dyv,10.59
pdbbind,2zx6,10.60
pdbbind,5uov,10.60
pdbbind,1qbt,10.62
pdbbind,2xei,10.62
pdbbind,4lch,10.62
pdbbind,1b8o,10.64
pdbbind,6eqw,10.65
pdbbind,1dif,10.66
pdbbind,3cs7,10.68
pdbbind,2pk5,10.70
pdbbind,2xeg,10.70
pdbbind,3myg,10.70
pdbbind,3o9a,10.70
pdbbind,4agc,10.70
pdbbind,5nee,10.70
pdbbind,5alb,10.71
pdbbind,3o9d,10.72
pdbbind,6dif,10.72
pdbbind,7std,10.72
pdbbind,4yho,10.74
pdbbind,6o0k,10.74
pdbbind,4gid,10.77
pdbbind,4omc,10.78
pdbbind,3gi4,10.80
pdbbind,4hla,10.80
pdbbind,5c1m,10.80
pdbbind,1hxw,10.82
pdbbind,3o99,10.82
pdbbind,5wlo,10.82
pdbbind,6h5x,10.82
pdbbind,2qi5,10.85
pdbbind,3i7e,10.85
pdbbind,5ult,10.85
pdbbind,2pk6,10.89
pdbbind,6dh2,10.89
pdbbind,4i8w,10.90
pdbbind,1hvi,10.92
pdbbind,3utu,10.92
pdbbind,6cdl,10.92
pdbbind,1hvk,10.96
pdbbind,1m7y,10.96
pdbbind,3lzs,10.96
pdbbind,4ase,11.00
pdbbind,4kb9,11.00
pdbbind,5bs4,11.00
pdbbind,1q84,11.05
pdbbind,4i8z,11.05
pdbbind,5dgw,11.05
pdbbind,1x1z,11.06
pdbbind,3k8o,11.07
pdbbind,5c2h,11.09
pdbbind,1d4y,11.10
pdbbind,3std,11.11
pdbbind,5llg,11.13
pdbbind,1mq6,11.15
pdbbind,4q1x,11.15
pdbbind,2i4v,11.20
pdbbind,5h8e,11.20
pdbbind,3gi5,11.22
pdbbind,3gi6,11.22
pdbbind,5dwr,11.22
pdbbind,3ok9,11.23
pdbbind,4u8w,11.24
pdbbind,1hpx,11.26
pdbbind,4ryd,11.26
pdbbind,3k8q,11.28
pdbbind,6mqe,11.29
pdbbind,1pro,11.30
pdbbind,2q5k,11.30
pdbbind,2xpk,11.30
pdbbind,3o9e,11.30
pdbbind,3st5,11.30
pdbbind,4f2w,11.30
pdbbind,4gbd,11.32
pdbbind,2x00,11.33
pdbbind,2j62,11.34
pdbbind,2hb3,11.35
pdbbind,5dgu,11.35
pdbbind,1hvj,11.40
pdbbind,2i0a,11.40
pdbbind,1lyb,11.42
pdbbind,5drr,11.46
pdbbind,4djo,11.52
pdbbind,4djr,11.52
pdbbind,5izj,11.52
pdbbind,6cpa,11.52
pdbbind,3qaa,11.54
pdbbind,2i4u,11.57
pdbbind,4ll3,11.57
pdbbind,4wkb,11.57
pdbbind,2i4w,11.59
pdbbind,2i4d,11.68
pdbbind,4jn2,11.68
pdbbind,1y6q,11.70
pdbbind,4q1w,11.70
pdbbind,6cdj,11.70
pdbbind,2i4x,11.72
pdbbind,4dfg,11.74
pdbbind,1duv,11.80
pdbbind,3o9i,11.82
pdbbind,4f3c,11.82
pdbbind,5bry,11.82
pdbbind,1sl3,11.85
pdbbind,1ctu,11.92
pdbbind,6e9a,11.92
