name,partition,set,error
5ulp,docking,pdbbind,5ulp does not contain any pose data
5ulp,crystal,pdbbind,no ligand for 5ulp (pdbbind set)
6eq1,docking,pdbbind,6eq1 does not contain any pose data
6eq1,crystal,pdbbind,no ligand for 6eq1 (pdbbind set)
1f4f,docking,pdbbind,1f4f does not contain any pose data
1f4f,crystal,pdbbind,no ligand for 1f4f (pdbbind set)
2a5c,docking,pdbbind,2a5c does not contain any pose data
2a5c,crystal,pdbbind,no ligand for 2a5c (pdbbind set)
2f6t,docking,pdbbind,2f6t does not contain any pose data
2f6t,crystal,pdbbind,no ligand for 2f6t (pdbbind set)
2xm2,docking,pdbbind,2xm2 does not contain any pose data
2xm2,crystal,pdbbind,no ligand for 2xm2 (pdbbind set)
3f5k,docking,pdbbind,3f5k does not contain any pose data
3f5k,crystal,pdbbind,no ligand for 3f5k (pdbbind set)
3tk2,docking,pdbbind,3tk2 does not contain any pose data
3tk2,crystal,pdbbind,no ligand for 3tk2 (pdbbind set)
3u90,docking,pdbbind,3u90 does not contain any pose data
3u90,crystal,pdbbind,no ligand for 3u90 (pdbbind set)
3umq,docking,pdbbind,3umq does not contain any pose data
3umq,crystal,pdbbind,no ligand for 3umq (pdbbind set)
4abf,docking,pdbbind,4abf does not contain any pose data
4abf,crystal,pdbbind,no ligand for 4abf (pdbbind set)
4ad3,docking,pdbbind,4ad3 does not contain any pose data
4ad3,crystal,pdbbind,no ligand for 4ad3 (pdbbind set)
4ynl,docking,pdbbind,4ynl does not contain any pose data
4ynl,crystal,pdbbind,no ligand for 4ynl (pdbbind set)
5jgq,docking,pdbbind,5jgq does not contain any pose data
5jgq,crystal,pdbbind,no ligand for 5jgq (pdbbind set)
6f1j,docking,pdbbind,6f1j does not contain any pose data
6f1j,crystal,pdbbind,no ligand for 6f1j (pdbbind set)
3uj9,docking,pdbbind,3uj9 does not contain any pose data
3uj9,crystal,pdbbind,no ligand for 3uj9 (pdbbind set)
4hzm,docking,pdbbind,4hzm does not contain any pose data
4hzm,crystal,pdbbind,no ligand for 4hzm (pdbbind set)
5ji8,docking,pdbbind,5ji8 does not contain any pose data
5ji8,crystal,pdbbind,no ligand for 5ji8 (pdbbind set)
5n34,docking,pdbbind,5n34 does not contain any pose data
5n34,crystal,pdbbind,no ligand for 5n34 (pdbbind set)
4psb,docking,pdbbind,4psb does not contain any pose data
4psb,crystal,pdbbind,no ligand for 4psb (pdbbind set)
5e73,docking,pdbbind,5e73 does not contain any pose data
5e73,crystal,pdbbind,no ligand for 5e73 (pdbbind set)
5jhk,docking,pdbbind,5jhk does not contain any pose data
5jhk,crystal,pdbbind,no ligand for 5jhk (pdbbind set)
6qlu,docking,pdbbind,6qlu does not contain any pose data
6qlu,crystal,pdbbind,no ligand for 6qlu (pdbbind set)
3qtv,docking,pdbbind,3qtv does not contain any pose data
3qtv,crystal,pdbbind,no ligand for 3qtv (pdbbind set)
4q93,docking,pdbbind,4q93 does not contain any pose data
4q93,crystal,pdbbind,no ligand for 4q93 (pdbbind set)
4w9c,docking,pdbbind,4w9c does not contain any pose data
4w9c,crystal,pdbbind,no ligand for 4w9c (pdbbind set)
6b98,docking,pdbbind,6b98 does not contain any pose data
6b98,crystal,pdbbind,no ligand for 6b98 (pdbbind set)
1bzj,docking,pdbbind,1bzj does not contain any pose data
1bzj,crystal,pdbbind,no ligand for 1bzj (pdbbind set)
1h4w,docking,pdbbind,1h4w does not contain any pose data
1h4w,crystal,pdbbind,no ligand for 1h4w (pdbbind set)
1m1b,docking,pdbbind,1m1b does not contain any pose data
1m1b,crystal,pdbbind,no ligand for 1m1b (pdbbind set)
2ca8,docking,pdbbind,2ca8 does not contain any pose data
2ca8,crystal,pdbbind,no ligand for 2ca8 (pdbbind set)
2ha2,docking,pdbbind,2ha2 does not contain any pose data
2ha2,crystal,pdbbind,no ligand for 2ha2 (pdbbind set)
3ddf,docking,pdbbind,3ddf does not contain any pose data
3ddf,crystal,pdbbind,no ligand for 3ddf (pdbbind set)
3mss,docking,pdbbind,3mss does not contain any pose data
3mss,crystal,pdbbind,no ligand for 3mss (pdbbind set)
4tt2,docking,pdbbind,4tt2 does not contain any pose data
4tt2,crystal,pdbbind,no ligand for 4tt2 (pdbbind set)
5j1r,docking,pdbbind,5j1r does not contain any pose data
5j1r,crystal,pdbbind,no ligand for 5j1r (pdbbind set)
5o1d,docking,pdbbind,5o1d does not contain any pose data
5o1d,crystal,pdbbind,no ligand for 5o1d (pdbbind set)
6ezq,docking,pdbbind,6ezq does not contain any pose data
6ezq,crystal,pdbbind,no ligand for 6ezq (pdbbind set)
6g2c,docking,pdbbind,6g2c does not contain any pose data
6g2c,crystal,pdbbind,no ligand for 6g2c (pdbbind set)
6ooy,docking,pdbbind,6ooy does not contain any pose data
6ooy,crystal,pdbbind,no ligand for 6ooy (pdbbind set)
6pg7,docking,pdbbind,6pg7 does not contain any pose data
6pg7,crystal,pdbbind,no ligand for 6pg7 (pdbbind set)
6qln,docking,pdbbind,6qln does not contain any pose data
6qln,crystal,pdbbind,no ligand for 6qln (pdbbind set)
3vw1,docking,pdbbind,3vw1 does not contain any pose data
3vw1,crystal,pdbbind,no ligand for 3vw1 (pdbbind set)
4gkh,docking,pdbbind,4gkh does not contain any pose data
4gkh,crystal,pdbbind,no ligand for 4gkh (pdbbind set)
4nku,docking,pdbbind,4nku does not contain any pose data
4nku,crystal,pdbbind,no ligand for 4nku (pdbbind set)
5jsq,docking,pdbbind,5jsq does not contain any pose data
5jsq,crystal,pdbbind,no ligand for 5jsq (pdbbind set)
1c5p,docking,pdbbind,1c5p does not contain any pose data
1c5p,crystal,pdbbind,no ligand for 1c5p (pdbbind set)
1wn6,docking,pdbbind,1wn6 does not contain any pose data
1wn6,crystal,pdbbind,no ligand for 1wn6 (pdbbind set)
2nsl,docking,pdbbind,2nsl does not contain any pose data
2nsl,crystal,pdbbind,no ligand for 2nsl (pdbbind set)
2uy4,docking,pdbbind,2uy4 does not contain any pose data
2uy4,crystal,pdbbind,no ligand for 2uy4 (pdbbind set)
2ypo,docking,pdbbind,2ypo does not contain any pose data
2ypo,crystal,pdbbind,no ligand for 2ypo (pdbbind set)
3g35,docking,pdbbind,3g35 does not contain any pose data
3g35,crystal,pdbbind,no ligand for 3g35 (pdbbind set)
4lar,docking,pdbbind,4lar does not contain any pose data
4lar,crystal,pdbbind,no ligand for 4lar (pdbbind set)
4ymg,docking,pdbbind,4ymg does not contain any pose data
4ymg,crystal,pdbbind,no ligand for 4ymg (pdbbind set)
5a5q,docking,pdbbind,5a5q does not contain any pose data
5a5q,crystal,pdbbind,no ligand for 5a5q (pdbbind set)
5aoj,docking,pdbbind,5aoj does not contain any pose data
5aoj,crystal,pdbbind,no ligand for 5aoj (pdbbind set)
5eq1,docking,pdbbind,5eq1 does not contain any pose data
5eq1,crystal,pdbbind,no ligand for 5eq1 (pdbbind set)
5fe9,docking,pdbbind,5fe9 does not contain any pose data
5fe9,crystal,pdbbind,no ligand for 5fe9 (pdbbind set)
5k1d,docking,pdbbind,5k1d does not contain any pose data
5k1d,crystal,pdbbind,no ligand for 5k1d (pdbbind set)
5kab,docking,pdbbind,5kab does not contain any pose data
5kab,crystal,pdbbind,no ligand for 5kab (pdbbind set)
6bm6,docking,pdbbind,6bm6 does not contain any pose data
6bm6,crystal,pdbbind,no ligand for 6bm6 (pdbbind set)
6ift,docking,pdbbind,6ift does not contain any pose data
6ift,crystal,pdbbind,no ligand for 6ift (pdbbind set)
2rio,docking,pdbbind,2rio does not contain any pose data
2rio,crystal,pdbbind,no ligand for 2rio (pdbbind set)
3ujd,docking,pdbbind,3ujd does not contain any pose data
3ujd,crystal,pdbbind,no ligand for 3ujd (pdbbind set)
4agp,docking,pdbbind,4agp does not contain any pose data
4agp,crystal,pdbbind,no ligand for 4agp (pdbbind set)
4mgd,docking,pdbbind,4mgd does not contain any pose data
4mgd,crystal,pdbbind,no ligand for 4mgd (pdbbind set)
4tpw,docking,pdbbind,4tpw does not contain any pose data
4tpw,crystal,pdbbind,no ligand for 4tpw (pdbbind set)
6mg5,docking,pdbbind,6mg5 does not contain any pose data
6mg5,crystal,pdbbind,no ligand for 6mg5 (pdbbind set)
1c5n,docking,pdbbind,1c5n does not contain any pose data
1c5n,crystal,pdbbind,no ligand for 1c5n (pdbbind set)
1c86,docking,pdbbind,1c86 does not contain any pose data
1c86,crystal,pdbbind,no ligand for 1c86 (pdbbind set)
2cex,docking,pdbbind,2cex does not contain any pose data
2cex,crystal,pdbbind,no ligand for 2cex (pdbbind set)
2dw7,docking,pdbbind,2dw7 does not contain any pose data
2dw7,crystal,pdbbind,no ligand for 2dw7 (pdbbind set)
2fu8,docking,pdbbind,2fu8 does not contain any pose data
2fu8,crystal,pdbbind,no ligand for 2fu8 (pdbbind set)
2i2c,docking,pdbbind,2i2c does not contain any pose data
2i2c,crystal,pdbbind,no ligand for 2i2c (pdbbind set)
3kiv,docking,pdbbind,3kiv does not contain any pose data
3kiv,crystal,pdbbind,no ligand for 3kiv (pdbbind set)
3nkk,docking,pdbbind,3nkk does not contain any pose data
3nkk,crystal,pdbbind,no ligand for 3nkk (pdbbind set)
3suw,docking,pdbbind,3suw does not contain any pose data
3suw,crystal,pdbbind,no ligand for 3suw (pdbbind set)
4j7d,docking,pdbbind,4j7d does not contain any pose data
4j7d,crystal,pdbbind,no ligand for 4j7d (pdbbind set)
4j93,docking,pdbbind,4j93 does not contain any pose data
4j93,crystal,pdbbind,no ligand for 4j93 (pdbbind set)
4luz,docking,pdbbind,4luz does not contain any pose data
4luz,crystal,pdbbind,no ligand for 4luz (pdbbind set)
4lzr,docking,pdbbind,4lzr does not contain any pose data
4lzr,crystal,pdbbind,no ligand for 4lzr (pdbbind set)
5h85,docking,pdbbind,5h85 does not contain any pose data
5h85,crystal,pdbbind,no ligand for 5h85 (pdbbind set)
5wbm,docking,pdbbind,5wbm does not contain any pose data
5wbm,crystal,pdbbind,no ligand for 5wbm (pdbbind set)
6fba,docking,pdbbind,6fba does not contain any pose data
6fba,crystal,pdbbind,no ligand for 6fba (pdbbind set)
6gj6,docking,pdbbind,6gj6 does not contain any pose data
6gj6,crystal,pdbbind,no ligand for 6gj6 (pdbbind set)
6jbe,docking,pdbbind,6jbe does not contain any pose data
6jbe,crystal,pdbbind,no ligand for 6jbe (pdbbind set)
6p86,docking,pdbbind,6p86 does not contain any pose data
6p86,crystal,pdbbind,no ligand for 6p86 (pdbbind set)
6r13,docking,pdbbind,6r13 does not contain any pose data
6r13,crystal,pdbbind,no ligand for 6r13 (pdbbind set)
1v2t,docking,pdbbind,1v2t does not contain any pose data
1v2t,crystal,pdbbind,no ligand for 1v2t (pdbbind set)
4ljh,docking,pdbbind,4ljh does not contain any pose data
4ljh,crystal,pdbbind,no ligand for 4ljh (pdbbind set)
4yb5,docking,pdbbind,4yb5 does not contain any pose data
4yb5,crystal,pdbbind,no ligand for 4yb5 (pdbbind set)
5his,docking,pdbbind,5his does not contain any pose data
5his,crystal,pdbbind,no ligand for 5his (pdbbind set)
5kma,docking,pdbbind,5kma does not contain any pose data
5kma,crystal,pdbbind,no ligand for 5kma (pdbbind set)
5otc,docking,pdbbind,5otc does not contain any pose data
5otc,crystal,pdbbind,no ligand for 5otc (pdbbind set)
6evn,docking,pdbbind,6evn does not contain any pose data
6evn,crystal,pdbbind,no ligand for 6evn (pdbbind set)
6ueg,docking,pdbbind,6ueg does not contain any pose data
6ueg,crystal,pdbbind,no ligand for 6ueg (pdbbind set)
184l,docking,pdbbind,184l does not contain any pose data
184l,crystal,pdbbind,no ligand for 184l (pdbbind set)
1vso,docking,pdbbind,1vso does not contain any pose data
1vso,crystal,pdbbind,no ligand for 1vso (pdbbind set)
3ebo,docking,pdbbind,3ebo does not contain any pose data
3ebo,crystal,pdbbind,no ligand for 3ebo (pdbbind set)
3f6g,docking,pdbbind,3f6g does not contain any pose data
3f6g,crystal,pdbbind,no ligand for 3f6g (pdbbind set)
4zw7,docking,pdbbind,4zw7 does not contain any pose data
4zw7,crystal,pdbbind,no ligand for 4zw7 (pdbbind set)
5hjq,docking,pdbbind,5hjq does not contain any pose data
5hjq,crystal,pdbbind,no ligand for 5hjq (pdbbind set)
6qqw,docking,pdbbind,6qqw does not contain any pose data
6qqw,crystal,pdbbind,no ligand for 6qqw (pdbbind set)
1v2o,docking,pdbbind,1v2o does not contain any pose data
1v2o,crystal,pdbbind,no ligand for 1v2o (pdbbind set)
4ayu,docking,pdbbind,4ayu does not contain any pose data
4ayu,crystal,pdbbind,no ligand for 4ayu (pdbbind set)
5gmn,docking,pdbbind,5gmn does not contain any pose data
5gmn,crystal,pdbbind,no ligand for 5gmn (pdbbind set)
1bty,docking,pdbbind,1bty does not contain any pose data
1bty,crystal,pdbbind,no ligand for 1bty (pdbbind set)
1w4p,docking,pdbbind,1w4p does not contain any pose data
1w4p,crystal,pdbbind,no ligand for 1w4p (pdbbind set)
2e2p,docking,pdbbind,2e2p does not contain any pose data
2e2p,crystal,pdbbind,no ligand for 2e2p (pdbbind set)
4ih6,docking,pdbbind,4ih6 does not contain any pose data
4ih6,crystal,pdbbind,no ligand for 4ih6 (pdbbind set)
4jxs,docking,pdbbind,4jxs does not contain any pose data
4jxs,crystal,pdbbind,no ligand for 4jxs (pdbbind set)
4kyk,docking,pdbbind,4kyk does not contain any pose data
4kyk,crystal,pdbbind,no ligand for 4kyk (pdbbind set)
5k03,docking,pdbbind,5k03 does not contain any pose data
5k03,crystal,pdbbind,no ligand for 5k03 (pdbbind set)
5ov8,docking,pdbbind,5ov8 does not contain any pose data
5ov8,crystal,pdbbind,no ligand for 5ov8 (pdbbind set)
6eq5,docking,pdbbind,6eq5 does not contain any pose data
6eq5,crystal,pdbbind,no ligand for 6eq5 (pdbbind set)
6szp,docking,pdbbind,6szp does not contain any pose data
6szp,crystal,pdbbind,no ligand for 6szp (pdbbind set)
6t1j,docking,pdbbind,6t1j does not contain any pose data
6t1j,crystal,pdbbind,no ligand for 6t1j (pdbbind set)
3nim,docking,pdbbind,3nim does not contain any pose data
3nim,crystal,pdbbind,no ligand for 3nim (pdbbind set)
3vw2,docking,pdbbind,3vw2 does not contain any pose data
3vw2,crystal,pdbbind,no ligand for 3vw2 (pdbbind set)
1q8t,docking,pdbbind,1q8t does not contain any pose data
1q8t,crystal,pdbbind,no ligand for 1q8t (pdbbind set)
3acw,docking,pdbbind,3acw does not contain any pose data
3acw,crystal,pdbbind,no ligand for 3acw (pdbbind set)
3o5n,docking,pdbbind,3o5n does not contain any pose data
3o5n,crystal,pdbbind,no ligand for 3o5n (pdbbind set)
4wop,docking,pdbbind,4wop does not contain any pose data
4wop,crystal,pdbbind,no ligand for 4wop (pdbbind set)
5lne,docking,pdbbind,5lne does not contain any pose data
5lne,crystal,pdbbind,no ligand for 5lne (pdbbind set)
1str,docking,pdbbind,1str does not contain any pose data
1str,crystal,pdbbind,no ligand for 1str (pdbbind set)
2afw,docking,pdbbind,2afw does not contain any pose data
2afw,crystal,pdbbind,no ligand for 2afw (pdbbind set)
2b4l,docking,pdbbind,2b4l does not contain any pose data
2b4l,crystal,pdbbind,no ligand for 2b4l (pdbbind set)
3d50,docking,pdbbind,3d50 does not contain any pose data
3d50,crystal,pdbbind,no ligand for 3d50 (pdbbind set)
3iqu,docking,pdbbind,3iqu does not contain any pose data
3iqu,crystal,pdbbind,no ligand for 3iqu (pdbbind set)
3rm9,docking,pdbbind,3rm9 does not contain any pose data
3rm9,crystal,pdbbind,no ligand for 3rm9 (pdbbind set)
4kax,docking,pdbbind,4kax does not contain any pose data
4kax,crystal,pdbbind,no ligand for 4kax (pdbbind set)
4uoh,docking,pdbbind,4uoh does not contain any pose data
4uoh,crystal,pdbbind,no ligand for 4uoh (pdbbind set)
5iyy,docking,pdbbind,5iyy does not contain any pose data
5iyy,crystal,pdbbind,no ligand for 5iyy (pdbbind set)
5mkr,docking,pdbbind,5mkr does not contain any pose data
5mkr,crystal,pdbbind,no ligand for 5mkr (pdbbind set)
5mks,docking,pdbbind,5mks does not contain any pose data
5mks,crystal,pdbbind,no ligand for 5mks (pdbbind set)
5o5a,docking,pdbbind,5o5a does not contain any pose data
5o5a,crystal,pdbbind,no ligand for 5o5a (pdbbind set)
5orj,docking,pdbbind,5orj does not contain any pose data
5orj,crystal,pdbbind,no ligand for 5orj (pdbbind set)
6fgg,docking,pdbbind,6fgg does not contain any pose data
6fgg,crystal,pdbbind,no ligand for 6fgg (pdbbind set)
6mkw,docking,pdbbind,6mkw does not contain any pose data
6mkw,crystal,pdbbind,no ligand for 6mkw (pdbbind set)
6t1l,docking,pdbbind,6t1l does not contain any pose data
6t1l,crystal,pdbbind,no ligand for 6t1l (pdbbind set)
4ad6,docking,pdbbind,4ad6 does not contain any pose data
4ad6,crystal,pdbbind,no ligand for 4ad6 (pdbbind set)
6czc,docking,pdbbind,6czc does not contain any pose data
6czc,crystal,pdbbind,no ligand for 6czc (pdbbind set)
1oss,docking,pdbbind,1oss does not contain any pose data
1oss,crystal,pdbbind,no ligand for 1oss (pdbbind set)
2nsj,docking,pdbbind,2nsj does not contain any pose data
2nsj,crystal,pdbbind,no ligand for 2nsj (pdbbind set)
3eb1,docking,pdbbind,3eb1 does not contain any pose data
3eb1,crystal,pdbbind,no ligand for 3eb1 (pdbbind set)
5k1f,docking,pdbbind,5k1f does not contain any pose data
5k1f,crystal,pdbbind,no ligand for 5k1f (pdbbind set)
1bju,docking,pdbbind,1bju does not contain any pose data
1bju,crystal,pdbbind,no ligand for 1bju (pdbbind set)
1ghz,docking,pdbbind,1ghz does not contain any pose data
1ghz,crystal,pdbbind,no ligand for 1ghz (pdbbind set)
2nta,docking,pdbbind,2nta does not contain any pose data
2nta,crystal,pdbbind,no ligand for 2nta (pdbbind set)
3bpc,docking,pdbbind,3bpc does not contain any pose data
3bpc,crystal,pdbbind,no ligand for 3bpc (pdbbind set)
3dnd,docking,pdbbind,3dnd does not contain any pose data
3dnd,crystal,pdbbind,no ligand for 3dnd (pdbbind set)
4aq6,docking,pdbbind,4aq6 does not contain any pose data
4aq6,crystal,pdbbind,no ligand for 4aq6 (pdbbind set)
4llp,docking,pdbbind,4llp does not contain any pose data
4llp,crystal,pdbbind,no ligand for 4llp (pdbbind set)
4lzs,docking,pdbbind,4lzs does not contain any pose data
4lzs,crystal,pdbbind,no ligand for 4lzs (pdbbind set)
4pb2,docking,pdbbind,4pb2 does not contain any pose data
4pb2,crystal,pdbbind,no ligand for 4pb2 (pdbbind set)
5j3l,docking,pdbbind,5j3l does not contain any pose data
5j3l,crystal,pdbbind,no ligand for 5j3l (pdbbind set)
5jzi,docking,pdbbind,5jzi does not contain any pose data
5jzi,crystal,pdbbind,no ligand for 5jzi (pdbbind set)
6jap,docking,pdbbind,6jap does not contain any pose data
6jap,crystal,pdbbind,no ligand for 6jap (pdbbind set)
4ago,docking,pdbbind,4ago does not contain any pose data
4ago,crystal,pdbbind,no ligand for 4ago (pdbbind set)
6p84,docking,pdbbind,6p84 does not contain any pose data
6p84,crystal,pdbbind,no ligand for 6p84 (pdbbind set)
1aid,docking,pdbbind,1aid does not contain any pose data
1aid,crystal,pdbbind,no ligand for 1aid (pdbbind set)
1dud,docking,pdbbind,1dud does not contain any pose data
1dud,crystal,pdbbind,no ligand for 1dud (pdbbind set)
1f8e,docking,pdbbind,1f8e does not contain any pose data
1f8e,crystal,pdbbind,no ligand for 1f8e (pdbbind set)
1v1j,docking,pdbbind,1v1j does not contain any pose data
1v1j,crystal,pdbbind,no ligand for 1v1j (pdbbind set)
1xff,docking,pdbbind,1xff does not contain any pose data
1xff,crystal,pdbbind,no ligand for 1xff (pdbbind set)
1y3p,docking,pdbbind,1y3p does not contain any pose data
1y3p,crystal,pdbbind,no ligand for 1y3p (pdbbind set)
2gl0,docking,pdbbind,2gl0 does not contain any pose data
2gl0,crystal,pdbbind,no ligand for 2gl0 (pdbbind set)
2gzl,docking,pdbbind,2gzl does not contain any pose data
2gzl,crystal,pdbbind,no ligand for 2gzl (pdbbind set)
2pwg,docking,pdbbind,2pwg does not contain any pose data
2pwg,crystal,pdbbind,no ligand for 2pwg (pdbbind set)
2ypi,docking,pdbbind,2ypi does not contain any pose data
2ypi,crystal,pdbbind,no ligand for 2ypi (pdbbind set)
3kmx,docking,pdbbind,3kmx does not contain any pose data
3kmx,crystal,pdbbind,no ligand for 3kmx (pdbbind set)
3r88,docking,pdbbind,3r88 does not contain any pose data
3r88,crystal,pdbbind,no ligand for 3r88 (pdbbind set)
3vd4,docking,pdbbind,3vd4 does not contain any pose data
3vd4,crystal,pdbbind,no ligand for 3vd4 (pdbbind set)
4ciw,docking,pdbbind,4ciw does not contain any pose data
